logFC;AveExpr;t;P.Value;adj.P.Val;B
MXD1;1.76006915383172;5.27726193519663;9.53216922000821;1.96361695529628e-13;2.323322490885e-11;20.3363440930849
TRAFD1;1.31312255731376;5.7714549152381;9.53511686799147;1.94214827147865e-13;2.31506972689018e-11;20.3075283366902
CCL5;5.01306234438645;2.79351292871898;9.49920030403229;2.22066038675688e-13;2.58909550055968e-11;20.2340207025439
KPNA2;-1.50925258187455;7.86094698000743;-9.51914778158915;2.0613527312717e-13;2.42102846886786e-11;20.2200598234447
ACAT2;-1.8213248634764;6.05626169995596;-9.49595955842279;2.24768856034145e-13;2.60161807060391e-11;20.1370706103809
EPN3;-2.3355273726488;1.33903512658969;-9.46644909995597;2.5095698232117e-13;2.88383876159428e-11;20.1110595848444
NEB;-2.78344449836353;1.91101480666684;-9.44048225733394;2.76531492904093e-13;3.15502681154077e-11;19.9942013044925
LSS;-1.7374604211997;6.63776316735509;-9.42489061020923;2.93132340473944e-13;3.32071125843284e-11;19.8941253330812
MYD88;1.47737571160095;6.52571043153023;9.41000013401285;3.09922749960194e-13;3.48619442613674e-11;19.8383262002666
CXCL2;3.34814191371998;5.84158763755381;9.40147342136422;3.19969969373421e-13;3.57404218237878e-11;19.7874138981005
ANKRD1;3.47583147677625;2.44719694383693;9.31340551392736;4.45028884028891e-13;4.86879887985855e-11;19.55752532967
B3GNT7;1.72936005313932;2.42353355818031;9.3164187919507;4.40028467770645e-13;4.86879887985855e-11;19.5228157775306
TM4SF4;-2.50865613827314;2.13511363301791;-9.31397807834401;4.44074354595814e-13;4.86879887985855e-11;19.5032536081473
GADD45A;2.23369399429;6.53368527389234;9.29406320751607;4.785172054565e-13;5.17887064533629e-11;19.4197575977574
DDX60;3.01198931753042;4.68288888482171;9.29331894189327;4.79855290496319e-13;5.17887064533629e-11;19.4075332347607
OAS3;2.9231629969589;7.41234698927758;9.28966981651718;4.86470599767208e-13;5.21503012757155e-11;19.3436197755689
DHX58;2.84526008569296;1.99577923150983;9.26163440648356;5.40453132436303e-13;5.75510525627004e-11;19.3190929015655
SPSB1;1.66349829702692;5.43763895621862;9.23580108681123;5.95520431708631e-13;6.29950189118011e-11;19.2591843218059
PER1;2.44777072256184;4.74986925212469;9.18170572898171;7.29824014858309e-13;7.63499550869215e-11;19.0471784362783
PRPS1;-1.30194199038271;5.87263886244193;-9.18115755202051;7.31330565848556e-13;7.63499550869215e-11;18.994734917132
DAB2IP;1.61228236239096;5.87135299742755;9.16978680380635;7.6329610993188e-13;7.91696672983241e-11;18.9217301911289
IFI44L;4.05447866508601;1.88471542920709;9.08856329366804;1.03645055835364e-12;1.06807901732792e-10;18.6782227815901
HDAC9;2.33015200189193;2.6872161143418;9.08131373822733;1.06516848174048e-12;1.09063693325901e-10;18.606783968725
IFITM1;3.59362071722761;3.13980197647217;9.04523243287979;1.22045732116004e-12;1.2338205563854e-10;18.5432570812361
RNF19B;1.84399261237476;5.54641905930018;9.0487748274397;1.20425310722519e-12;1.22519330456738e-10;18.5159921940471
