logFC;AveExpr;t;P.Value;adj.P.Val;B
ZWINT;-1.8069191320295;5.07725822477706;-8.38918435142862;1.47438106490136e-11;2.01284519227944e-09;16.0962095944919
HGD;-1.49754425011679;2.60827454004364;-8.37309865054131;1.56782527401795e-11;2.12227738151599e-09;16.0548424882235
EREG;2.9728721473839;6.02370170246043;8.36575942968037;1.6124132659522e-11;2.14625642475454e-09;16.0175400354347
RSL24D1;1.57352065370712;6.93937905888214;8.36845924025931;1.59586497197832e-11;2.14207993255543e-09;15.9954934431728
ITGA3;1.05971622764215;9.49279028331548;8.35016376237135;1.71143425016294e-11;2.2592346510622e-09;15.8914421317889
DOK3;-1.97002679389108;2.64823402493584;-8.28666269808604;2.18178704994742e-11;2.85653152039428e-09;15.7270231471265
SHPK;-1.2403175584806;3.64574090417965;-8.26488754698575;2.37134492053473e-11;3.06300802548546e-09;15.6639986072605
DHX30;-1.08886274320479;6.30047713183153;-8.26417233854007;2.37784383121641e-11;3.06300802548546e-09;15.6253438374275
C21orf58;-2.05810952192256;1.96627983759035;-8.24276713618327;2.58084448511786e-11;3.29790631686301e-09;15.5991037653366
CDKN2C;-2.3551963591094;3.51845646090023;-8.20332049420226;3.00161110805276e-11;3.80513763721641e-09;15.4495540343707
IFT122;-1.17161172445147;3.85713876562979;-8.19166049509156;3.13869666180967e-11;3.94759069126661e-09;15.3782259497737
PRR15;-2.1201171994673;3.29353451972682;-8.18382186032201;3.23436882505061e-11;4.03613853457293e-09;15.3689082064861
CCND3;-2.13564208954925;6.88253184988132;-8.1784273240562;3.30190473912204e-11;4.0884747595346e-09;15.2917691015641
PSAT1;1.68801194493253;6.0612550452809;8.1761891898347;3.33033826631309e-11;4.09196100983223e-09;15.2640498512002
POR;-1.29328336285947;6.63163530137937;-8.16554303015989;3.46898851586607e-11;4.22978271480373e-09;15.2415182540984
TM4SF4;-2.39016669084625;2.13511363301791;-8.11069834921228;4.28052965083575e-11;5.14081955735334e-09;15.0968816078324
HSP90AA1;-1.53241511491395;10.9819609545434;-8.12616873105177;4.03403204607437e-11;4.88148438423832e-09;15.0349726734283
BRI3BP;-1.69473362556977;3.22200123430879;-8.07356966894024;4.93555144502931e-11;5.83967135047801e-09;14.9689002380736
VLDLR;1.77696779583389;5.47522789341247;8.08429336452712;4.73666376401592e-11;5.64617390318107e-09;14.9448461719481
SLC9A3R1;-1.68102051150556;6.06848878517047;-8.06888323507499;5.02507845906874e-11;5.9018807519636e-09;14.907368331554
U2AF2;-1.09739012278149;8.0261599735593;-8.06411224422983;5.11789411568904e-11;5.96701625619715e-09;14.8374936735077
GADD45A;2.02757140275633;6.53368527389234;8.02697618766393;5.90165851478773e-11;6.73337081833603e-09;14.7671016344767
JUN;1.75109648055941;7.68824267767712;8.02826143863403;5.87262060004017e-11;6.73337081833603e-09;14.7250078195389
BCAS1;-3.06572143527714;1.89345805097399;-8.04465980537357;5.51446424939464e-11;6.38279256924497e-09;14.6598801895115
RNPS1;-1.12952047286745;7.07779187652211;-8.00949874244827;6.31112365404115e-11;7.14947362595740e-09;14.6533340509334
CREBRF;1.90286027203457;3.67844758566454;7.98008172743306;7.0656631710464e-11;7.78343709180167e-09;14.6147476393078
SAPCD2;-1.83205735608168;3.44258824262979;-7.98771791858073;6.86151297700587e-11;7.66426201270733e-09;14.5991932013639
H2AFX;-2.52152257166888;5.30961650919271;-7.98814055968344;6.85038816506844e-11;7.66426201270733e-09;14.5938148824563
BMPER;2.46626770386171;1.44171878315432;7.97092348337556;7.31855294031358e-11;7.95232966772985e-09;14.5868115567634
WDR90;-1.83504143720223;3.79055576940016;-7.97188676798281;7.2915318933694e-11;7.95232966772985e-09;14.575957335203
NT5E;1.72608639120875;7.09141189447878;7.98232040728804;7.00519001937525e-11;7.77040973468617e-09;14.551591487646
RBMS3;2.33223664341372;1.69971601876694;7.94295228909289;8.14851537102386e-11;8.67708240142427e-09;14.4250521174193
OPTN;1.4532688541707;7.27605195532357;7.94495686182219;8.08601671310419e-11;8.66831845358478e-09;14.4050182594937
FBXO32;1.48664200379784;4.11139188858597;7.89605026696642;9.757402094369e-11;1.03215220962487e-08;14.2891158362126
SUV39H1;-1.57149525824359;3.80404998251996;-7.8793279714516;1.04050277041126e-10;1.08627129096595e-08;14.2083077287814
KIAA1549L;1.47150677090081;3.89944963992392;7.86431716058488;1.10229870222381e-10;1.14331280328708e-08;14.1614811485148
PKM;-1.33495049172527;11.9291509489092;-7.89057685124846;9.96480324490124e-11;1.04715659362373e-08;14.1245637878334
